,ID,Specimen_ID,Solution,Purpose,Time,Time_unit,Temperature
272,467,170,113,Counterstaining,,,
273,468,170,112,Embedding,,,
274,469,171,114,Counterstaining,,,
275,470,172,18,Fixation,12.0,Hours,
276,471,172,64,Unspecified,,,
277,472,172,,Freezing,,,-80.0
278,473,173,83,General stain,,,
279,474,175,18,Fixation,,,
280,475,175,123,Fixation,,,
281,476,175,60,Unspecified,,,
282,477,175,53,Permeabilization,30.0,Minutes,
283,478,175,76,Unspecified,,,
284,479,175,124,Visualization,3.5,Minutes,
285,480,175,50,Counterstaining,,,
286,481,175,125,Counterstaining,,,
287,482,178,92,Fixation,12.0,Hours,4.0
288,483,178,64,Unspecified,2.0,Days,4.0
289,484,179,92,Fixation,12.0,Hours,4.0
290,485,179,64,Unspecified,2.0,Days,4.0
291,486,180,53,Permeabilization,12.0,Hours,4.0
292,487,180,56,Visualization,,,
293,488,180,55,Visualization,,,
294,489,180,110,Unspecified,0.5,Minutes,
295,490,181,83,General stain,,,
296,491,182,53,Permeabilization,12.0,Hours,4.0
297,492,182,56,Visualization,,,
298,493,182,55,Visualization,,,
299,494,182,110,Unspecified,0.5,Minutes,
300,495,183,83,General stain,,,
301,496,182,93,Blocking,48.0,Hours,4.0
302,497,180,93,Blocking,48.0,Hours,4.0
303,498,184,64,Unspecified,2.0,Days,
304,499,185,58,Unspecified,,,
305,500,185,53,Permeabilization,,,
306,501,185,57,Unspecified,,,
307,502,185,122,Blocking,1.0,Hours,
308,503,185,60,Unspecified,,,
309,504,185,126,Unspecified,5.5,Hours,
310,505,185,123,Fixation,1.0,Hours,
311,506,186,58,Unspecified,,,
312,507,186,53,Permeabilization,,,
313,508,186,57,Unspecified,,,
314,509,186,123,Fixation,1.0,Hours,
315,510,186,122,Blocking,1.0,Hours,
316,511,186,60,Unspecified,,,
317,512,186,126,Unspecified,,,
318,513,187,70,Blocking,30.0,Minutes,
319,514,187,122,Blocking,60.0,Minutes,
320,515,187,118,Visualization,90.0,Minutes,
321,516,187,91,Visualization,15.0,Minutes,
322,517,188,18,Fixation,23.0,Hours,
323,518,188,64,Cryoprotection,72.0,Hours,
324,519,188,38,Freezing,,,
325,520,188,,Storage,,,-80.0
326,521,189,18,Fixation,23.0,Hours,
327,522,189,64,Cryoprotection,72.0,,
328,523,189,38,Freezing,,,
329,524,189,,Storage,,,-80.0
330,525,190,54,Blocking,1.0,Hours,21.0
331,526,190,86,Permeabilization,5.0,Minutes,
332,527,190,128,General stain,5.0,Minutes,
333,528,191,54,Blocking,1.0,Hours,21.0
334,529,191,86,Permeabilization,5.0,Minutes,
335,530,191,128,General stain,5.0,Minutes,
336,531,195,18,Fixation,2.0,Hours,
337,532,196,18,Fixation,2.0,Hours,
338,533,197,18,Fixation,2.0,Hours,
339,537,201,46,General stain,,,
340,538,202,46,General stain,,,
341,539,203,46,General stain,,,
342,540,205,53,Permeabilization,,,
343,541,205,56,Visualization,1.0,Hours,4.0
344,542,205,55,Visualization,,,
345,543,205,54,Blocking,,,
346,548,207,,Fixation,12.0,Hours,4.0
347,549,207,131,Storage,24.0,Hours,
348,550,208,56,Visualization,1.0,Hours,21.0
349,551,208,53,Permeabilization,74.0,Hours,
350,552,208,87,Visualization,10.0,Minutes,
351,553,208,55,Visualization,10.0,Minutes,
352,554,209,53,Permeabilization,45.0,Minutes,37.0
353,555,209,106,Visualization,45.0,Minutes,37.0
354,557,210,46,General stain,,,
355,558,211,56,Visualization,1.0,Hours,21.0
356,559,211,87,Visualization,10.0,Minutes,
357,560,211,55,Visualization,10.0,Minutes,
358,561,211,53,Permeabilization,74.0,Hours,
359,562,213,,Fixation,2.0,Hours,
360,563,214,64,Unspecified,15.0,Minutes,
361,564,214,64,Unspecified,12.0,Hours,
362,565,214,99,Unspecified,,,
363,566,214,54,Blocking,45.0,Minutes,
364,567,214,110,Unspecified,20.0,Minutes,4.0
365,568,214,44,Dehydration,,,
366,569,214,134,Dehydration,,,
367,570,214,112,Embedding,,,
368,571,214,113,Counterstaining,15.0,Minutes,4.0
369,572,214,133,Visualization,,,
370,573,215,114,Counterstaining,,,
371,574,216,18,Fixation,12.0,Hours,
372,575,216,64,Cryoprotection,,,
373,576,216,,Freezing,,,-80.0
374,577,217,67,Signal amplification,,,
375,578,217,87,Visualization,,,
376,579,218,18,Fixation,12.0,Hours,4.0
377,580,219,138,Cryoprotection,,,
378,581,219,138,Storage,,,-20.0
379,582,220,138,Cryoprotection,,,
380,583,220,138,Storage,,,-20.0
381,584,219,140,Permeabilization,,,
382,585,219,123,Fixation,1.0,Hours,
383,586,219,77,Visualization,2.5,Hours,
384,587,219,67,Signal amplification,,,
385,588,219,55,Visualization,5.0,Minutes,
386,589,220,140,Permeabilization,,,
387,590,220,123,Fixation,1.0,Hours,
388,591,220,77,Visualization,2.5,Hours,
389,592,220,67,Signal amplification,,,
390,593,220,55,Visualization,5.0,Minutes,
391,594,221,103,Fixation,24.0,Hours,4.0
392,595,222,103,Fixation,24.0,Hours,4.0
393,596,223,103,Fixation,24.0,Hours,4.0
394,597,224,142,General stain,,,
395,598,226,142,General stain,,,
396,599,227,142,General stain,,,
397,600,225,110,Postfixation,3.0,Hours,
398,601,225,113,Counterstaining,2.0,Hours,
399,602,225,44,Dehydration,,,
400,603,225,111,Unspecified,,,
401,604,225,143,Embedding,,,
402,605,228,113,Counterstaining,,,
403,606,228,114,Counterstaining,,,
404,607,230,54,Blocking,1.0,Hours,
405,608,230,67,Signal amplification,1.0,Hours,
406,609,230,55,Visualization,5.0,Minutes,
407,610,230,145,Counterstaining,,,
408,611,231,18,Fixation,90.0,Minutes,
409,612,232,64,Unspecified,12.0,Hours,
410,613,232,144,Freezing,,,
411,614,234,85,Blocking,30.0,Minutes,
412,615,234,54,Blocking,30.0,Minutes,
413,616,234,53,Permeabilization,135.0,Minutes,
414,617,234,118,Signal amplification,1.0,Hours,
415,618,234,55,Visualization,10.0,Minutes,
416,619,235,85,Blocking,30.0,Minutes,
417,620,235,53,Permeabilization,135.0,Minutes,
418,621,235,54,Blocking,30.0,Minutes,
419,622,235,118,Signal amplification,1.0,Hours,
420,623,235,55,Visualization,10.0,Minutes,
421,624,236,18,Fixation,20.0,Minutes,4.0
422,625,236,146,Fixation,15.0,Minutes,4.0
423,626,236,106,Staining,50.0,Minutes,37.0
424,627,236,53,Permeabilization,50.0,Minutes,37.0
425,628,236,146,Dehydration,,,
426,629,236,49,Dehydration,,,
427,630,235,18,Fixation,30.0,Minutes,
428,631,234,18,Fixation,30.0,Minutes,
429,632,237,18,Fixation,30.0,Minutes,
430,633,237,44,Dehydration,8.0,Minutes,
431,634,237,49,Clearing,2.0,Minutes,
432,635,237,,Storage,,,-20.0
433,636,237,123,Fixation,24.0,Hours,37.0
434,637,237,77,Visualization,48.0,Hours,21.0
435,638,237,146,Dehydration,,,
436,639,237,49,Clearing,,,
437,640,238,18,Fixation,30.0,Minutes,
438,641,238,44,Dehydration,8.0,Minutes,
439,642,238,49,Clearing,2.0,Minutes,
440,643,238,,Storage,,,-20.0
441,644,238,123,Fixation,24.0,Hours,37.0
442,645,238,77,Visualization,48.0,Hours,21.0
443,646,238,146,Dehydration,,,
444,647,238,49,Clearing,,,
445,648,239,18,Fixation,30.0,Minutes,
446,649,239,44,Dehydration,8.0,Minutes,
447,650,239,49,Clearing,2.0,Minutes,
448,651,239,,Storage,,,-20.0
449,652,239,123,Fixation,24.0,Hours,37.0
450,653,239,77,Visualization,48.0,Hours,21.0
451,654,239,146,Dehydration,,,
452,655,239,49,Clearing,,,
453,656,240,64,Unspecified,12.0,Hours,4.0
454,657,241,89,Fixation,0.5,Minutes,
455,658,241,86,Blocking,15.0,Minutes,
456,659,241,118,Signal amplification,2.0,Hours,
457,660,241,148,Visualization,15.0,Minutes,
458,661,241,149,Visualization,5.0,Minutes,
459,662,241,44,Dehydration,,,
460,663,242,86,Blocking,15.0,Minutes,
461,664,242,118,Signal amplification,2.0,Hours,
462,665,242,148,Visualization,,,
463,668,242,96,Counterstaining,,,
464,669,244,96,Counterstaining,,,
465,670,245,100,Cryoprotection,,,
466,672,245,110,Postfixation,2.0,Hours,
467,673,245,143,Embedding,,,
468,674,246,113,Counterstaining,,,
469,675,246,114,Counterstaining,,,
470,676,247,18,Fixation,30.0,Minutes,
471,677,248,152,Antigen retrieval,30.0,Minutes,
472,678,248,131,Cryoprotection,15.0,Minutes,
473,679,248,153,Freezing,,,
474,680,248,99,Freezing,,,
475,681,248,67,Signal amplification,,,
476,682,248,55,Visualization,,,
477,683,248,133,Visualization,,,
478,684,248,110,Postfixation,,,
479,685,249,113,Counterstaining,,,
480,686,249,114,Counterstaining,,,
481,687,250,18,Fixation,4.0,Hours,4.0
482,688,250,64,Cryoprotection,,,4.0
483,689,250,73,Freezing,,,-40.0
484,690,250,,Storage,,,-80.0
485,691,251,70,Blocking,20.0,Minutes,
486,692,251,67,Signal amplification,,,
487,693,251,155,Visualization,,,
488,694,252,,Fixation,24.0,Hours,
489,695,252,43,Storage,,,4.0
490,696,253,110,Postfixation,1.0,Hours,
491,697,253,113,Counterstaining,1.0,Hours,
492,698,253,44,Dehydration,,,
493,699,253,156,Embedding,,,
494,700,255,157,Fixation,48.0,Hours,
495,701,256,45,Embedding,,,
496,702,257,157,Fixation,48.0,Hours,
497,703,258,45,Embedding,,,
498,704,263,,Fixation,12.0,Hours,4.0
499,705,263,64,Cryoprotection,48.0,Hours,4.0
500,706,263,38,Freezing,,,
501,707,263,,Storage,,,-80.0
502,708,264,,Storage,,,-20.0
503,709,264,122,Blocking,1.0,Hours,21.0
504,710,264,71,General stain,12.0,Hours,4.0
505,711,264,,Drying,1.0,Hours,55.0
506,712,264,158,Defatting,15.0,Minutes,
507,713,264,44,Unspecified,30.0,Minutes,
508,714,264,159,Heating,,,95.0
509,715,264,160,Heating,10.0,Minutes,95.0
510,716,264,159,Cooling,15.0,Minutes,
511,717,265,109,Fixation,6.0,Hours,21.0
512,718,265,44,Storage,12.0,Hours,4.0
513,719,265,45,Embedding,,,
514,720,266,70,Blocking,,,
515,721,266,54,Blocking,30.0,Minutes,
516,722,266,87,Visualization,,,
517,723,266,67,Signal amplification,,,
518,724,266,162,Counterstaining,,,
519,725,267,70,Blocking,,,
520,726,267,54,Blocking,30.0,Minutes,
521,727,267,67,Signal amplification,,,
522,728,267,87,Visualization,,,
523,729,267,162,Counterstaining,,,
524,730,268,70,Blocking,,,
525,731,268,54,Blocking,30.0,Minutes,
526,732,268,67,Signal amplification,,,
527,733,268,87,Visualization,,,
528,734,268,162,Counterstaining,,,
529,735,269,18,Fixation,1.0,Hours,
530,736,270,43,Visualization,36.0,Hours,4.0
531,737,270,18,Fixation,1.0,Hours,
532,738,271,,Fixation,,,
533,739,272,44,Permeabilization,30.0,Minutes,
534,740,272,70,Blocking,,,
535,741,272,122,Blocking,30.0,Minutes,21.0
536,742,272,93,Blocking,55.0,Minutes,
537,743,272,118,Signal amplification,1.0,Hours,21.0
538,744,272,164,Visualization,,,
539,745,272,87,Visualization,,,
540,747,272,118,Signal amplification,1.0,Hours,
541,748,272,110,Postfixation,1.0,Hours,
542,749,272,44,Dehydration,,,
543,750,272,111,Infiltration,,,
544,751,272,165,Infiltration,,,
545,752,272,156,Infiltration,,,
546,753,272,156,Embedding,24.0,Hours,60.0
547,754,273,156,Polymerization,24.0,Hours,60.0
548,755,274,113,Counterstaining,30.0,Minutes,40.0
549,756,274,114,Counterstaining,80.0,Seconds,20.0
550,757,275,,Fixation,,,
551,758,276,44,Permeabilization,30.0,Minutes,
552,759,276,54,Blocking,60.0,Minutes,21.0
553,760,276,118,Signal amplification,1.0,Hours,21.0
554,761,276,87,Visualization,,,
555,762,276,110,Postfixation,1.0,Hours,
556,763,276,44,Dehydration,,,
557,764,276,111,Infiltration,,,
558,765,276,165,Infiltration,,,
559,766,276,156,Infiltration,,,
560,767,276,156,Embedding,24.0,Hours,60.0
561,768,277,113,Counterstaining,30.0,Minutes,40.0
562,769,277,114,Counterstaining,80.0,Seconds,20.0
563,770,278,50,General stain,,,
564,771,278,125,General stain,,,
565,772,279,18,Fixation,30.0,Minutes,
566,773,280,152,Blocking,,,21.0
567,774,280,131,Cryoprotection,,,21.0
568,775,280,166,Freezing,,,
569,776,280,99,Freezing,,,
570,777,280,93,Blocking,30.0,Minutes,21.0
571,778,280,67,Signal amplification,,,21.0
572,779,280,55,Visualization,6.0,Minutes,21.0
573,780,280,110,Postfixation,1.0,Hours,
574,781,280,44,Dehydration,,,
575,782,280,111,Dehydration,,,
576,783,280,143,Embedding,,,
577,784,281,113,Counterstaining,,,
578,785,281,114,Counterstaining,,,
579,786,282,,Fixation,2.0,Hours,
580,787,282,64,Cryoprotection,12.0,Hours,
581,788,283,106,Visualization,,,37.0
582,789,284,44,Dehydration,,,
583,790,285,18,Fixation,12.0,Hours,
584,791,286,100,Storage,,,-20.0
585,792,286,73,Freezing,10.0,Seconds,
586,793,286,54,Blocking,1.0,Hours,
587,794,286,118,Signal amplification,1.0,Hours,
588,795,286,87,Visualization,30.0,Minutes,
589,796,286,55,Visualization,,,
590,797,286,110,Unspecified,,,
591,798,286,113,Counterstaining,,,
592,799,286,44,Dehydration,,,
593,800,286,111,Unspecified,,,
594,801,286,156,Unspecified,12.0,Hours,
595,802,288,,Fixation,24.0,Hours,
596,803,289,,Fixation,24.0,Hours,
597,804,290,,Fixation,24.0,Hours,
598,805,291,,Fixation,24.0,Hours,
599,806,292,168,Cryoprotection,,,
600,807,292,130,Embedding,,,
601,808,293,168,Cryoprotection,,,
602,809,293,130,Embedding,,,
603,810,294,168,Cryoprotection,,,
604,811,294,130,Embedding,,,
605,812,295,168,Cryoprotection,,,
606,813,295,130,Embedding,,,
607,814,295,73,Freezing,,,-70.0
608,815,294,73,Freezing,,,-70.0
609,816,293,73,Freezing,,,-70.0
610,817,292,73,Freezing,,,-70.0
611,818,299,67,Signal amplification,,,
612,819,299,87,Visualization,,,
613,820,298,67,Signal amplification,,,
614,821,298,87,Visualization,,,
615,822,297,67,Signal amplification,,,
616,823,297,87,Visualization,,,
617,824,296,67,Signal amplification,,,
618,825,296,87,Visualization,,,
619,826,300,18,Fixation,36.0,Hours,4.0
620,827,301,18,Fixation,36.0,Hours,
621,828,302,43,Epitope retrieval,20.0,Minutes,98.0
622,829,302,85,Blocking,,,
623,830,302,93,Blocking,4.0,Hours,21.0
624,831,302,67,Signal amplification,,,
625,832,302,55,Visualization,,,
626,833,302,53,Permeabilization,,,
627,834,303,43,Epitope retrieval,20.0,Minutes,98.0
628,835,303,85,Blocking,,,
629,836,303,93,Blocking,4.0,Hours,21.0
630,837,303,67,Signal amplification,,,
631,838,303,55,Visualization,,,
632,839,303,53,Permeabilization,,,
633,840,300,64,Cryoprotection,,,
634,841,301,64,Cryoprotection,,,
635,842,305,85,Blocking,1.0,Minutes,35.0
636,843,305,53,Permeabilization,5.0,Minutes,35.0
637,844,305,67,Signal amplification,11.0,Minutes,35.0
638,845,305,55,Visualization,10.0,Minutes,21.0
639,846,305,156,Embedding,,,
640,847,306,170,Unspecified,,,
641,848,307,,Storage,,,-80.0
642,849,307,18,Fixation,5.0,Minutes,
643,850,307,74,Acetylation,10.0,Minutes,
644,851,307,44,Dehydration,,,
645,852,307,60,Unspecified,30.0,Minutes,37.0
646,853,307,44,Dehydration,,,
647,854,307,104,Visualization,,,
648,855,307,76,Visualization,28.0,Days,4.0
649,856,307,124,Unspecified,,,
650,857,307,171,Unspecified,,,
651,858,307,123,Fixation,12.0,Hours,58.0
652,859,308,18,Fixation,13.5,Hours,
653,861,309,100,Storage,1.0,Weeks,-14.0
654,862,309,77,Visualization,40.0,Hours,21.0
655,863,310,96,Counterstaining,,,
656,864,310,146,Dehydration,8.0,Minutes,
657,865,310,173,Softening,30.0,Minutes,
658,866,310,49,Clearing,,,
659,867,311,103,Fixation,12.0,Hours,4.0
660,868,311,64,Cryoprotection,,,
661,869,312,103,Fixation,12.0,Hours,4.0
662,870,312,64,Cryoprotection,,,
663,871,313,110,Unspecified,,,
664,872,313,156,Embedding,,,
665,873,314,110,Unspecified,,,
666,874,314,156,Embedding,,,
667,875,315,113,Counterstaining,,,
668,876,315,114,Counterstaining,,,
669,877,316,113,Counterstaining,,,
670,878,316,114,Counterstaining,,,
671,879,317,,Fixation,1.0,Hours,4.0
672,880,317,64,Cryoprotection,,,
673,881,318,53,Permeabilization,,,
674,882,318,122,Blocking,1.0,Hours,21.0
675,883,321,53,Permeabilization,,,
676,884,321,122,Blocking,1.0,Hours,21.0
677,885,322,53,Permeabilization,,,
678,886,322,122,Blocking,1.0,Hours,21.0
679,887,323,18,Fixation,6.0,Hours,
680,888,323,64,Cryoprotection,,,4.0
681,889,324,100,Storage,,,-20.0
682,890,324,70,Blocking,30.0,Minutes,
683,891,324,86,Blocking,13.0,Hours,
684,892,324,67,Signal amplification,,,
685,893,324,55,Visualization,,,
